epoch,accuracy,loss,val_accuracy,val_loss
-1,0.0030393083579838276,13.204978942871094,0.004148739855736494,13.24304485321045
0,0.21498040854930878,5.8457489013671875,0.46419790387153625,2.6764981746673584
1,0.5224908590316772,2.2762789726257324,0.5974185466766357,1.8731510639190674
2,0.6634472608566284,1.4596883058547974,0.6478180885314941,1.6114059686660767
3,0.7484803199768066,1.0309953689575195,0.6760909557342529,1.4794096946716309
4,0.8119681477546692,0.7379395961761475,0.6951444149017334,1.4093490839004517
5,0.8568823337554932,0.5397171378135681,0.7042102217674255,1.3820005655288696
6,0.8909226059913635,0.4063570201396942,0.7085126042366028,1.352124810218811
7,0.9251654744148254,0.29535168409347534,0.7197295427322388,1.332236409187317
8,0.9426583647727966,0.22635842859745026,0.7191149592399597,1.3387082815170288
9,0.9620423913002014,0.16848859190940857,0.7249538898468018,1.3342407941818237
10,0.9697420001029968,0.13810995221138,0.7277197241783142,1.3378849029541016
-1,0.986424446105957,0.10593324899673462,0.7197295427322388,1.3322358131408691
0,0.9377279281616211,0.21849025785923004,0.7269514203071594,1.4392154216766357
1,0.9592732787132263,0.14348889887332916,0.7311002016067505,1.4506348371505737
2,0.9700797200202942,0.10405207425355911,0.72940993309021,1.5158791542053223
3,0.9786573052406311,0.07918216288089752,0.734326958656311,1.5175914764404297
4,0.9801431894302368,0.07219754159450531,0.7260295152664185,1.5381386280059814
5,0.9849385619163513,0.05727125331759453,0.734326958656311,1.5469307899475098
