epoch,accuracy,loss,val_accuracy,val_loss
-1,0.002614515833556652,12.568700790405273,0.003212851472198963,12.724386215209961
0,0.5181970596313477,3.39141845703125,0.7622489929199219,1.0443593263626099
1,0.8308930993080139,0.6518888473510742,0.8321285247802734,0.687340259552002
2,0.9152897000312805,0.2946912944316864,0.854618489742279,0.5867089629173279
3,0.9531478881835938,0.16364720463752747,0.8690763115882874,0.5258278846740723
4,0.9722861051559448,0.09883954375982285,0.8771084547042847,0.5135070085525513
5,0.9834762811660767,0.06338996440172195,0.8787148594856262,0.5022097229957581
6,0.9877640604972839,0.04381558671593666,0.8867470026016235,0.4738928973674774
7,0.9895419478416443,0.036506205797195435,0.8899598121643066,0.46279042959213257
8,0.9929931163787842,0.028022518381476402,0.8891566395759583,0.474052757024765
9,0.9947709441184998,0.024846184998750687,0.8923694491386414,0.4810231029987335
10,0.9961305260658264,0.016612347215414047,0.8891566395759583,0.4810037612915039
11,0.9957122206687927,0.020702075213193893,0.8971887826919556,0.481389582157135
12,0.9964442849159241,0.015593393705785275,0.8947791457176208,0.4868569076061249
13,0.9959213733673096,0.01623467728495598,0.8987951874732971,0.4587991237640381
14,0.9973855018615723,0.012582690455019474,0.9028112292289734,0.4374973475933075
15,0.9981175661087036,0.009242715314030647,0.8987951874732971,0.44895249605178833
16,0.9979084134101868,0.010801288299262524,0.9052208662033081,0.4411281943321228
17,0.9976992011070251,0.012180563993752003,0.9028112292289734,0.4446219801902771
18,0.996757984161377,0.010642637498676777,0.9004015922546387,0.43757572770118713
19,0.9986404776573181,0.007625558879226446,0.902008056640625,0.45396047830581665
-1,0.9993725419044495,0.0045482623390853405,0.9052208662033081,0.4411281943321228
0,0.996757984161377,0.015600035898387432,0.902008056640625,0.4992382228374481
1,0.996757984161377,0.015170535072684288,0.9060240983963013,0.49123358726501465
2,0.9961305260658264,0.015049426816403866,0.8963855504989624,0.47250455617904663
3,0.9974900484085083,0.010812671855092049,0.9068273305892944,0.5122451186180115
4,0.9985358715057373,0.0071435426361858845,0.9036144614219666,0.4870724678039551
5,0.9975946545600891,0.009301685728132725,0.9036144614219666,0.49742528796195984
6,0.9982221126556396,0.007644691038876772,0.9092369675636292,0.4722438454627991
7,0.9979084134101868,0.005266089458018541,0.9076305031776428,0.472268283367157
8,0.996757984161377,0.0123317064717412,0.9108433723449707,0.45310235023498535
9,0.9984312653541565,0.006333899684250355,0.9164658784866333,0.43983733654022217
10,0.9987450242042542,0.0035537572111934423,0.9180722832679749,0.455560564994812
11,0.998849630355835,0.004165136255323887,0.9172690510749817,0.4322090744972229
12,0.9981175661087036,0.005092132370918989,0.9100401401519775,0.4665416181087494
13,0.9982221126556396,0.004851304925978184,0.9132530093193054,0.4959319829940796
14,0.9969671368598938,0.010367438197135925,0.914859414100647,0.46040117740631104
15,0.9985358715057373,0.0041496423073112965,0.914859414100647,0.47325974702835083
