epoch,accuracy,loss,val_accuracy,val_loss
-1,0.003842491889372468,12.756471633911133,0.0030731407459825277,13.211126327514648
0,0.23204569518566132,4.888927459716797,0.5594652891159058,2.0777809619903564
1,0.4983677864074707,2.3106324672698975,0.6611862182617188,1.5353953838348389
2,0.6233338117599487,1.6124606132507324,0.6962200403213501,1.3804070949554443
3,0.6991974711418152,1.2228058576583862,0.7135832905769348,1.3177361488342285
4,0.7583310604095459,0.9563313722610474,0.7212661504745483,1.2907575368881226
5,0.8050530552864075,0.7522361874580383,0.7304855585098267,1.299359679222107
6,0.8458582758903503,0.5886620879173279,0.7378610968589783,1.2900829315185547
7,0.8771082758903503,0.46593648195266724,0.7364782094955444,1.3224743604660034
8,0.9046857953071594,0.36924871802330017,0.7355562448501587,1.3486604690551758
9,0.9262105822563171,0.29274025559425354,0.7358635663986206,1.3597779273986816
-1,0.9361398220062256,0.3094448149204254,0.7378610968589783,1.2900829315185547
0,0.8819708824157715,0.4184291362762451,0.7443146705627441,1.4461599588394165
1,0.924782395362854,0.26976028084754944,0.7464658617973328,1.52420175075531
2,0.9457970857620239,0.1889590620994568,0.7455439567565918,1.5781469345092773
3,0.9619831442832947,0.13620631396770477,0.7467731833457947,1.6192703247070312
4,0.9690220355987549,0.10730654001235962,0.7489243745803833,1.663554310798645
5,0.9761289358139038,0.08421298116445541,0.7555316686630249,1.6317591667175293
