epoch,accuracy,loss,val_accuracy,val_loss
-1,0.012815035879611969,11.835208892822266,0.00963855441659689,12.361891746520996
0,0.34707391262054443,4.511423587799072,0.7204819321632385,1.2319293022155762
1,0.6061512231826782,1.8102473020553589,0.8240963816642761,0.7200887799263
2,0.7023707628250122,1.2393218278884888,0.850602388381958,0.591888964176178
3,0.760038435459137,0.9524369835853577,0.8779116272926331,0.5376121401786804
4,0.8038231730461121,0.7595452666282654,0.8835341334342957,0.49928581714630127
5,0.8371422290802002,0.6178862452507019,0.8819277286529541,0.48637381196022034
6,0.8618112206459045,0.5206004977226257,0.8939759135246277,0.4710389971733093
7,0.8855190277099609,0.44319090247154236,0.8971887826919556,0.45858532190322876
8,0.9011106491088867,0.37620145082473755,0.9012048244476318,0.4556482136249542
9,0.9128577709197998,0.3293537199497223,0.8947791457176208,0.4641616642475128
10,0.9256727695465088,0.28134942054748535,0.9012048244476318,0.4472762644290924
11,0.9376335144042969,0.23490817844867706,0.8971887826919556,0.4866741895675659
-1,0.9590986967086792,0.20889338850975037,0.9012048244476318,0.4556482136249542
0,0.917343020439148,0.28776317834854126,0.9044176936149597,0.45630937814712524
1,0.949167013168335,0.17802728712558746,0.9116466045379639,0.4509521424770355
2,0.9645450711250305,0.12519022822380066,0.908433735370636,0.4600265324115753
3,0.9754378199577332,0.09240425378084183,0.9044176936149597,0.46723103523254395
4,0.9833404421806335,0.06491164118051529,0.9140562415122986,0.4540402889251709
5,0.9879325032234192,0.05220984295010567,0.9172690510749817,0.43659088015556335
6,0.989961564540863,0.043043769896030426,0.9132530093193054,0.44620513916015625
7,0.9914566278457642,0.03545469790697098,0.9124497771263123,0.44795456528663635
8,0.9920973777770996,0.030785875394940376,0.9156626462936401,0.4469429850578308
9,0.9947671890258789,0.022189730778336525,0.9164658784866333,0.4527960419654846
10,0.9939128756523132,0.024653639644384384,0.9204819202423096,0.4172002971172333
11,0.9954079389572144,0.02220083214342594,0.9212851524353027,0.4459119737148285
12,0.994019627571106,0.02169877104461193,0.9212851524353027,0.41854408383369446
13,0.9933788776397705,0.023922216147184372,0.9172690510749817,0.4602815508842468
14,0.9959418773651123,0.019637342542409897,0.9180722832679749,0.44766443967819214
15,0.9949807524681091,0.019362667575478554,0.9172690510749817,0.4272082448005676
16,0.9971166253089905,0.01306187454611063,0.914859414100647,0.4361925721168518
