epoch,accuracy,loss,val_accuracy,val_loss
-1,0.004601547960191965,12.959593772888184,0.004819277208298445,13.065460205078125
0,0.3555741608142853,5.382731914520264,0.6248996257781982,1.8347243070602417
1,0.6734992861747742,1.5665440559387207,0.7534136772155762,1.0243403911590576
2,0.7998326420783997,0.8236340284347534,0.8160642385482788,0.7710661292076111
3,0.8661367893218994,0.49775269627571106,0.8329316973686218,0.672668993473053
4,0.9052499532699585,0.33951687812805176,0.8530120253562927,0.5981050133705139
5,0.9351599812507629,0.22482460737228394,0.8570281267166138,0.5659788846969604
6,0.9544028639793396,0.16794434189796448,0.8634538054466248,0.5437170267105103
7,0.9682074785232544,0.11304031312465668,0.8682730793952942,0.505536675453186
8,0.9717632532119751,0.09585573524236679,0.8738955855369568,0.4881626069545746
9,0.9792930483818054,0.07646926492452621,0.8827309012413025,0.48057568073272705
10,0.988914430141449,0.05192367359995842,0.8827309012413025,0.47353485226631165
11,0.9907969236373901,0.0447022020816803,0.8883534073829651,0.4603184163570404
12,0.9903785586357117,0.045047566294670105,0.891566276550293,0.46325814723968506
13,0.9903785586357117,0.03728439658880234,0.8859437704086304,0.4514230191707611
14,0.9924702048301697,0.03311295062303543,0.8907630443572998,0.45508715510368347
15,0.9926793575286865,0.032304972410202026,0.8931726813316345,0.4510084390640259
16,0.9945617914199829,0.022532518953084946,0.8891566395759583,0.4581514596939087
17,0.9951893091201782,0.020551901310682297,0.8875501751899719,0.4492310583591461
18,0.9962350726127625,0.018788740038871765,0.8939759135246277,0.46002426743507385
19,0.9949801564216614,0.019940979778766632,0.8923694491386414,0.43496838212013245
-1,0.9993725419044495,0.003231118666008115,0.8923694491386414,0.43496838212013245
0,0.9924702048301697,0.02578032575547695,0.8907630443572998,0.47323042154312134
1,0.9935160279273987,0.021888896822929382,0.8947791457176208,0.5038677453994751
2,0.9960259199142456,0.01576138846576214,0.8971887826919556,0.4727817475795746
3,0.9964442849159241,0.013285281136631966,0.8995984196662903,0.4645242989063263
4,0.9966534376144409,0.015024243853986263,0.9060240983963013,0.45102494955062866
5,0.9972808957099915,0.009637292474508286,0.8907630443572998,0.4918963313102722
6,0.9956076145172119,0.0185324065387249,0.8963855504989624,0.4753563106060028
7,0.9964442849159241,0.016142532229423523,0.902008056640625,0.48679977655410767
8,0.9970717430114746,0.009998845867812634,0.9124497771263123,0.4787769317626953
9,0.9962350726127625,0.01148348581045866,0.9100401401519775,0.45737186074256897
10,0.9972808957099915,0.00989043340086937,0.8995984196662903,0.4670011103153229
11,0.9981175661087036,0.007902937941253185,0.9068273305892944,0.4432915151119232
12,0.9981175661087036,0.007674571592360735,0.908433735370636,0.4600406885147095
13,0.9972808957099915,0.008582746610045433,0.9076305031776428,0.45017585158348083
