epoch,accuracy,loss,val_accuracy,val_loss
-1,0.006300725974142551,12.841416358947754,0.005622489843517542,12.827990531921387
0,0.4115762412548065,4.272017002105713,0.7092369198799133,1.2716798782348633
1,0.6932934522628784,1.3295211791992188,0.8024096488952637,0.7452084422111511
2,0.8024348616600037,0.7807264924049377,0.8417670726776123,0.5778116583824158
3,0.8539085984230042,0.5365921854972839,0.8682730793952942,0.5036500692367554
4,0.8893635272979736,0.3822390139102936,0.8682730793952942,0.4737618565559387
5,0.917343020439148,0.2850608825683594,0.8875501751899719,0.4486309587955475
6,0.9406236410140991,0.211628258228302,0.8859437704086304,0.44080933928489685
7,0.9561085104942322,0.159337118268013,0.8955823183059692,0.4160725474357605
8,0.9655061960220337,0.128085657954216,0.8923694491386414,0.4044482707977295
9,0.9721273183822632,0.09978266805410385,0.8987951874732971,0.4173070192337036
10,0.9792823791503906,0.08350302278995514,0.9004015922546387,0.4141572117805481
11,0.9836608171463013,0.06472701579332352,0.9044176936149597,0.3987896144390106
12,0.9892140030860901,0.049543723464012146,0.9036144614219666,0.4001621603965759
13,0.9906023144721985,0.046848028898239136,0.9036144614219666,0.39600610733032227
14,0.9925245642662048,0.03642422705888748,0.9036144614219666,0.3990105092525482
-1,0.9991456866264343,0.015574644319713116,0.9044176936149597,0.39878955483436584
0,0.9845151901245117,0.058885421603918076,0.9060240983963013,0.44053083658218384
1,0.9882528781890869,0.040474783629179,0.914859414100647,0.4263796806335449
2,0.9903887510299683,0.03407227620482445,0.9076305031776428,0.42195916175842285
3,0.9919906258583069,0.03147609904408455,0.908433735370636,0.4343942105770111
4,0.9960486888885498,0.019486092031002045,0.9156626462936401,0.4094182848930359
5,0.9956215023994446,0.019131695851683617,0.9124497771263123,0.4459969699382782
6,0.9957283139228821,0.017488062381744385,0.9100401401519775,0.4401600658893585
7,0.9959418773651123,0.01363657508045435,0.9220883250236511,0.4424675703048706
8,0.9967962503433228,0.014053170569241047,0.9140562415122986,0.46556317806243896
9,0.9965826272964478,0.013545386493206024,0.9156626462936401,0.42043623328208923
10,0.9971166253089905,0.013210348784923553,0.9236947894096375,0.40211519598960876
11,0.99626225233078,0.013580380007624626,0.9156626462936401,0.41950395703315735
12,0.9965826272964478,0.01008038129657507,0.9228915572166443,0.42067551612854004
13,0.9983981251716614,0.008252458646893501,0.9204819202423096,0.41329413652420044
14,0.9976505637168884,0.010366964153945446,0.9196786880493164,0.42626437544822693
15,0.9973301887512207,0.009235041216015816,0.9228915572166443,0.420693039894104
